# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	113592	115940	+						39872328	BOVATA_000510	2349		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	113592	115940	+	XM_029008968.1		XP_028864801.1	prenyltransferase alpha		39872328	BOVATA_000510	2040	2040	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	113592	115940	+	XP_028864801.1		XM_029008968.1	prenyltransferase alpha		39872328	BOVATA_000510	2040	679	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	117783	119540	+						39872329	BOVATA_000520	1758		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	117783	119540	+	XM_029008969.1		XP_028864802.1	transcription factor with AP2 domain-containing protein		39872329	BOVATA_000520	1758	1758	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	117783	119540	+	XP_028864802.1		XM_029008969.1	transcription factor with AP2 domain-containing protein		39872329	BOVATA_000520	1758	585	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	118647	121103	-						39872330	BOVATA_000530	2457		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	118647	121103	-	XM_029008970.1		XP_028864803.1	uncharacterized protein		39872330	BOVATA_000530	1122	1122	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	118647	121103	-	XP_028864803.1		XM_029008970.1	uncharacterized protein		39872330	BOVATA_000530	1122	373	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	119847	120310	+						39872331	BOVATA_000540	464		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	119847	120310	+	XM_029008971.1		XP_028864804.1	phenylalanine tRNA beta subunit		39872331	BOVATA_000540	216	216	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	119847	120310	+	XP_028864804.1		XM_029008971.1	phenylalanine tRNA beta subunit		39872331	BOVATA_000540	216	71	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	122066	124039	+						39872332	BOVATA_000550	1974		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	122066	124039	+	XM_029008972.1		XP_028864805.1	uncharacterized protein		39872332	BOVATA_000550	1974	1974	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	122066	124039	+	XP_028864805.1		XM_029008972.1	uncharacterized protein		39872332	BOVATA_000550	1974	657	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	124166	130219	+						39872333	BOVATA_000560	6054		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	124166	130219	+	XM_029008973.1		XP_028864806.1	beta-tubulin cofactor D		39872333	BOVATA_000560	5394	5394	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	124166	130219	+	XP_028864806.1		XM_029008973.1	beta-tubulin cofactor D		39872333	BOVATA_000560	5394	1797	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	130255	130835	-						39872334	BOVATA_000570	581		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	130255	130835	-	XM_029008974.1		XP_028864807.1	cyclopropane-fatty-acyl-phospholipid synthase, putative		39872334	BOVATA_000570	546	546	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	130255	130835	-	XP_028864807.1		XM_029008974.1	cyclopropane-fatty-acyl-phospholipid synthase, putative		39872334	BOVATA_000570	546	181	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	131003	131611	+						39872335	BOVATA_000580	609		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	131003	131611	+	XM_029008975.1		XP_028864808.1	uncharacterized protein		39872335	BOVATA_000580	609	609	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	131003	131611	+	XP_028864808.1		XM_029008975.1	uncharacterized protein		39872335	BOVATA_000580	609	202	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	131855	135779	+						39872336	BOVATA_000590	3925		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	131855	135779	+	XM_029008976.1		XP_028864809.1	kynurenine 3-monooxygenase and-related flavo monooxygenase family protein, putative		39872336	BOVATA_000590	3852	3852	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	131855	135779	+	XP_028864809.1		XM_029008976.1	kynurenine 3-monooxygenase and-related flavo monooxygenase family protein, putative		39872336	BOVATA_000590	3852	1283	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	136027	136918	-						39872337	BOVATA_000600	892		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	136027	136918	-	XM_029008977.1		XP_028864810.1	16S rRNA methyltransferase		39872337	BOVATA_000600	852	852	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	136027	136918	-	XP_028864810.1		XM_029008977.1	16S rRNA methyltransferase		39872337	BOVATA_000600	852	283	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	137187	138085	-						39872338	BOVATA_000610	899		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	137187	138085	-	XM_029008978.1		XP_028864811.1	PTS cellobiose-specific IIC component, putative		39872338	BOVATA_000610	825	825	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	137187	138085	-	XP_028864811.1		XM_029008978.1	PTS cellobiose-specific IIC component, putative		39872338	BOVATA_000610	825	274	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	138231	138875	+						39872339	BOVATA_000620	645		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	138231	138875	+	XM_029008979.1		XP_028864812.1	uncharacterized protein		39872339	BOVATA_000620	645	645	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	138231	138875	+	XP_028864812.1		XM_029008979.1	uncharacterized protein		39872339	BOVATA_000620	645	214	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	139273	140088	+						39872340	BOVATA_000630	816		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	139273	140088	+	XM_029008980.1		XP_028864813.1	NAC domain-containing protein		39872340	BOVATA_000630	816	816	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	139273	140088	+	XP_028864813.1		XM_029008980.1	NAC domain-containing protein		39872340	BOVATA_000630	816	271	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	140232	141083	+						39872341	BOVATA_000640	852		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	140232	141083	+	XM_029008981.1		XP_028864814.1	glutaredoxin, putative		39872341	BOVATA_000640	852	852	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	140232	141083	+	XP_028864814.1		XM_029008981.1	glutaredoxin, putative		39872341	BOVATA_000640	852	283	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	140391	142298	-						39872342	BOVATA_000650	1908		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	140391	142298	-	XM_029008982.1		XP_028864815.1	signal recognition particle 68 kDa protein		39872342	BOVATA_000650	1797	1797	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	140391	142298	-	XP_028864815.1		XM_029008982.1	signal recognition particle 68 kDa protein		39872342	BOVATA_000650	1797	598	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	142465	143771	-						39872343	BOVATA_000660	1307		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	142465	143771	-	XM_029008983.1		XP_028864816.1	uncharacterized protein		39872343	BOVATA_000660	1071	1071	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	142465	143771	-	XP_028864816.1		XM_029008983.1	uncharacterized protein		39872343	BOVATA_000660	1071	356	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	144503	145237	+						39872344	BOVATA_000670	735		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	144503	145237	+	XM_029008984.1		XP_028864817.1	RAP domain-containing protein, putative		39872344	BOVATA_000670	735	735	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	144503	145237	+	XP_028864817.1		XM_029008984.1	RAP domain-containing protein, putative		39872344	BOVATA_000670	735	244	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	145528	145875	-						39872345	BOVATA_000680	348		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	145528	145875	-	XM_029008985.1		XP_028864818.1	uncharacterized protein		39872345	BOVATA_000680	348	348	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	145528	145875	-	XP_028864818.1		XM_029008985.1	uncharacterized protein		39872345	BOVATA_000680	348	115	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	145940	146792	-						39872346	BOVATA_000690	853		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	145940	146792	-	XM_029008986.1		XP_028864819.1	uncharacterized protein		39872346	BOVATA_000690	816	816	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	145940	146792	-	XP_028864819.1		XM_029008986.1	uncharacterized protein		39872346	BOVATA_000690	816	271	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	147410	149515	+						39872347	BOVATA_000700	2106		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	147410	149515	+	XM_029008987.1		XP_028864820.1	ATP-binding cassette sub-family E member 1		39872347	BOVATA_000700	1848	1848	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	147410	149515	+	XP_028864820.1		XM_029008987.1	ATP-binding cassette sub-family E member 1		39872347	BOVATA_000700	1848	615	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	149676	151499	+						39872348	BOVATA_000710	1824		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	149676	151499	+	XM_029008988.1		XP_028864821.1	30S ribosomal protein S10		39872348	BOVATA_000710	1824	1824	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	149676	151499	+	XP_028864821.1		XM_029008988.1	30S ribosomal protein S10		39872348	BOVATA_000710	1824	607	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	151669	153861	-						39872349	BOVATA_000720	2193		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	151669	153861	-	XM_029008989.1		XP_028864822.1	tRNA threonylcarbamoyladenosine modification protein		39872349	BOVATA_000720	1929	1929	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	151669	153861	-	XP_028864822.1		XM_029008989.1	tRNA threonylcarbamoyladenosine modification protein		39872349	BOVATA_000720	1929	642	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	151759	152430	+						39872350	BOVATA_000730	672		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	151759	152430	+	XM_029008990.1		XP_028864823.1	adenylate cyclase, putative		39872350	BOVATA_000730	582	582	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	151759	152430	+	XP_028864823.1		XM_029008990.1	adenylate cyclase, putative		39872350	BOVATA_000730	582	193	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	153948	155786	+						39872351	BOVATA_000740	1839		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	153948	155786	+	XM_029008991.1		XP_028864824.1	sulfate ABC transporter permease		39872351	BOVATA_000740	1194	1194	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	153948	155786	+	XP_028864824.1		XM_029008991.1	sulfate ABC transporter permease		39872351	BOVATA_000740	1194	397	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	155388	156389	-						39872352	BOVATA_000750	1002		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	155388	156389	-	XM_029008992.1		XP_028864825.1	metal binding protein, putative		39872352	BOVATA_000750	966	966	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	155388	156389	-	XP_028864825.1		XM_029008992.1	metal binding protein, putative		39872352	BOVATA_000750	966	321	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	157539	158336	+						39872353	BOVATA_000760	798		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	157539	158336	+	XM_029008993.1		XP_028864826.1	conjugal transfer protein, putative		39872353	BOVATA_000760	798	798	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	157539	158336	+	XP_028864826.1		XM_029008993.1	conjugal transfer protein, putative		39872353	BOVATA_000760	798	265	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	158433	160149	-						39872354	BOVATA_000770	1717		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	158433	160149	-	XM_029008994.1		XP_028864827.1	RIO1 family domain-containing protein		39872354	BOVATA_000770	1599	1599	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	158433	160149	-	XP_028864827.1		XM_029008994.1	RIO1 family domain-containing protein		39872354	BOVATA_000770	1599	532	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	160919	162093	+						39872355	BOVATA_000780	1175		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	160919	162093	+	XM_029008995.1		XP_028864828.1	mitochondrial ribosomal protein L21		39872355	BOVATA_000780	990	990	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	160919	162093	+	XP_028864828.1		XM_029008995.1	mitochondrial ribosomal protein L21		39872355	BOVATA_000780	990	329	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	163214	165065	-						39872356	BOVATA_000790	1852		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	163214	165065	-	XM_029008996.1		XP_028864829.1	uncharacterized protein		39872356	BOVATA_000790	1770	1770	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	163214	165065	-	XP_028864829.1		XM_029008996.1	uncharacterized protein		39872356	BOVATA_000790	1770	589	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	165815	166399	+						39872357	BOVATA_000800	585		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	165815	166399	+	XM_029008997.1		XP_028864830.1	40S ribosomal protein		39872357	BOVATA_000800	585	585	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	165815	166399	+	XP_028864830.1		XM_029008997.1	40S ribosomal protein		39872357	BOVATA_000800	585	194	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	165824	167912	-						39872358	BOVATA_000810	2089		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	165824	167912	-	XM_029008998.1		XP_028864831.1	oligomerization domain-containing protein, putative		39872358	BOVATA_000810	1428	1428	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	165824	167912	-	XP_028864831.1		XM_029008998.1	oligomerization domain-containing protein, putative		39872358	BOVATA_000810	1428	475	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	168007	168962	-						39872359	BOVATA_000820	956		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	168007	168962	-	XM_029008999.1		XP_028864832.1	uncharacterized protein		39872359	BOVATA_000820	759	759	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	168007	168962	-	XP_028864832.1		XM_029008999.1	uncharacterized protein		39872359	BOVATA_000820	759	252	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	170752	173504	-						39872360	BOVATA_000830	2753		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	170752	173504	-	XM_029009000.1		XP_028864833.1	Cell wall surface anchor family protein, putative		39872360	BOVATA_000830	2247	2247	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	170752	173504	-	XP_028864833.1		XM_029009000.1	Cell wall surface anchor family protein, putative		39872360	BOVATA_000830	2247	748	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	173590	174805	-						39872361	BOVATA_000840	1216		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	173590	174805	-	XM_029009001.1		XP_028864834.1	RNA recognition motif-containing protein		39872361	BOVATA_000840	1068	1068	partial
CDS	with_protein	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	173590	174805	-	XP_028864834.1		XM_029009001.1	RNA recognition motif-containing protein		39872361	BOVATA_000840	1068	355	
gene	protein_coding	GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	174893	176311	-						39872362	BOVATA_000850	1419		partial
mRNA		GCF_002897235.1	Primary Assembly	unplaced scaffold		NW_021638328.1	174893	176311	-	XM_029009002.1		XP_028864835.1	23S rRNA methyltransferase		39872362	BOVATA_000850	1419	1419	partial
